Year,Area,Economic activity,Size of establishment,Division of industry,Number of establishments using Internet,Sending or receiving  e-mail  ,Getting information about goods  or services ,Getting information from government organizations ,Interacting with  government organization ,Purchase/ sale goods and services or trading  partner,Delivering products  online  in digitized  form  ,Internet banking or accessing other financial services , Training via e-learning  system ,VoIP / video conferencing,Use of instant messaging/ bulletin boards  ,Internal or  external recruitment  
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",1204.0344,1124.7608,1032.9587,897.3346,917.8192,847.0537,234.5062,706.8904,418.8082,545.49651046,569.3079136,597.61010629
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"47) Retail trade, except of motor vehicles and motorcycles",980.499,879.1253,825.5648,604.6221,655.8286,603.7728,161.2623,422.4056,284.0946,426.21789335,498.84537315,387.28398165
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,55) Accommodation,803.8017,714.2753,697.0179,542.8968,651.9201,467.5141,92.8289,480.1849,185.3471,348.70177717,428.26682048,426.50823421
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,56) Food and beverage service activities,205.4666,148.1583,161.0166,103.3666,74.1166,128.6833,27.4583,111.6916,5.3333,25.95833333,66.31666666,58.20833333
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,68) Real estate activities,194.1857,174.3251,146.3287,127.291,114.1451,92.3644,10.5843,112.0377,51.0243,80.26657509,78.38608058,79.62463369
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,69) Legal and accounting activities,43.0,35.0,36.25,43.0,30.0,18.25,4.0,12.75,19.5,25.25,27.5,26.25
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,70) Activities of head offices; management consultancy activities,16.0,12.3,9.6,7.4,12.3,3.7,2.2,3.7,5.2,7.9,8.1,10.1
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,71) Architectural and engineering activities; technical testing and analysis,80.6666,73.8666,72.3575,58.2121,56.8242,34.2606,7.4,36.206,19.6182,47.67272725,34.35151513,36.71515148
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,72) Scientific research and development,4.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,73) Advertising and market research,36.0,36.0,34.3333,25.25,31.6667,21.9167,8.0833,20.9167,3.3333,5.00000001,15.50000001,9.33333335
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"74) Other professional, scientific and technical activities",24.0,22.2,16.4,21.2,12.6,8.4,4.0,8.4,3.0,8.8,4.8,5.8
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,77) Rental and leasing activities,36.6,36.6,34.3143,28.481,31.8143,17.3762,6.819,17.6762,4.619,13.8904762,15.80476191,10.1904762
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,78) Employment activities,76.7161,74.7161,63.3281,53.7743,60.4623,26.7102,9.1111,26.776,11.4,21.66495727,35.25299146,23.8991453
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"79) Travel agency, tour operator, reservation service and related activities",31.0,27.0,24.25,17.75,20.5,26.0,9.75,9.75,11.0,17.75,17.75,17.75
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,80) Security and investigation activities,210.4865,189.732,171.4436,147.7088,168.0996,54.8958,4.4,74.5478,35.369,50.35130659,88.3841737,96.00331247
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,81) Services to buildings and landscape activities,72.8333,70.2948,64.0064,44.3462,54.5962,20.0321,1.5385,37.1411,4.6154,9.11538462,40.76923079,24.19871796
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"82) Office administrative, office support and other business support activities",35.6667,35.6667,33.9167,33.9167,23.9166,12.0834,6.4167,22.3333,10.3334,22.33333334,25.00000001,20.25
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"90) Creative, arts and entertainment activities",8.0,5.5,2.0,2.0,2.0,3.5,0.0,3.0,1.5,0.0,5.0,2.0
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,"91) Libraries, archives, museums and other cultural activities",5.0,5.0,5.0,4.0,3.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,93) Sports activities and amusement and recreation activities,52.5428,48.5428,42.6284,38.9856,29.6284,29.6713,6.7142,25.6713,9.2,16.87142858,33.42857144,17.95714286
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,95) Repair of computers and personal and household goods,10.0,9.0,9.0,5.0,4.0,8.0,1.0,4.0,2.0,2.0,3.0,1.0
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,96) Other personal service activities,37.1,35.7,32.4333,21.7667,17.1,16.1333,1.0,20.0333,2.4,4.8,24.60000001,12.46666667
2021,1) Municipal Area,01) Business Trade and Services,06) 51 -  200 persons,Total,4789.4471,4337.0341,4063.7058,3230.0039,3432.0649,2813.3206,654.3231,2522.0048,1326.8725,1979.22375352,2372.80429205,2120.54711256
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,43.5834,42.4584,32.7381,27.0238,39.4584,29.5715,9.887,27.6131,21.0597,20.63690477,15.05357143,23.5952381
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"46) Wholesale trade, except of motor vehicles and motorcycles",127.7668,109.8951,112.7739,89.0011,89.6001,99.2395,17.7819,63.0728,52.7264,61.65050508,67.22727276,72.02020205
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"47) Retail trade, except of motor vehicles and motorcycles",93.155,82.1198,85.8216,80.2427,69.4106,77.2471,21.5941,45.5302,39.9631,53.06954885,47.6134085,68.10463656
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,55) Accommodation,96.2223,90.2223,85.2223,73.2223,64.2223,63.0,12.3334,61.1111,35.7778,44.55555556,58.8888889,50.33333334
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,56) Food and beverage service activities,10.0,10.0,10.0,6.0,10.0,10.0,0.0,8.0,1.0,5.0,5.0,5.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,68) Real estate activities,19.0,19.0,19.0,15.0,9.5,9.5,0.0,5.5,0.0,5.5,16.0,13.5
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,69) Legal and accounting activities,9.0,7.6,7.6,9.0,4.2,3.4,0.0,1.4,0.0,4.8,1.4,1.4
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,70) Activities of head offices; management consultancy activities,4.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,71) Architectural and engineering activities; technical testing and analysis,14.0,12.5,6.5,12.5,6.5,5.0,2.5,3.5,2.5,4.0,4.0,5.5
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,72) Scientific research and development,2.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,73) Advertising and market research,13.0,13.0,13.0,9.75,6.5,9.75,0.0,6.5,3.25,6.5,13.0,6.5
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"74) Other professional, scientific and technical activities",4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,77) Rental and leasing activities,11.0,9.5714,9.5714,7.1429,11.0,6.7143,3.8571,7.1429,5.7143,6.71428572,5.71428572,7.14285715
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,78) Employment activities,30.625,28.375,22.925,25.7375,26.175,10.925,2.4,14.125,2.4,5.65,13.3625,13.1625
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"79) Travel agency, tour operator, reservation service and related activities",5.0,5.0,5.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,3.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,80) Security and investigation activities,57.7267,51.9667,45.6284,39.035,43.915,17.9134,4.8984,16.45,9.2184,10.36666667,14.78333334,19.14500001
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,81) Services to buildings and landscape activities,26.5,25.0384,26.5,19.6154,22.1154,10.8846,0.0,6.9231,3.5,3.92307692,8.38461538,8.84615384
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"82) Office administrative, office support and other business support activities",13.0,13.0,13.0,11.4,9.8,6.6,4.6,5.6,4.6,4.6,8.8,7.2
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"90) Creative, arts and entertainment activities",3.75,2.5,2.5,2.5,2.5,2.5,0.0,1.25,0.0,0.0,2.5,1.25
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,"91) Libraries, archives, museums and other cultural activities",5.0,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,93) Sports activities and amusement and recreation activities,10.5,10.5,10.5,10.5,10.5,10.5,7.5,10.5,6.5,6.5,6.5,6.5
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,95) Repair of computers and personal and household goods,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,96) Other personal service activities,4.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,01) Business Trade and Services,07) More than 200 persons,Total,603.8292,548.7471,524.2807,452.6707,443.3968,382.7454,88.3519,294.2182,190.2097,248.46654357,301.22787603,319.19992105
2021,1) Municipal Area,01) Business Trade and Services,Total,45) Wholesale and retail trade and repair of motor vehicles and motorcycles,74363.58,47431.5181,63501.0109,32838.0693,29454.0203,32201.9143,2685.4494,30071.5353,5098.7268,7635.70990576,32020.15863237,7599.5913246
2021,1) Municipal Area,01) Business Trade and Services,Total,"46) Wholesale trade, except of motor vehicles and motorcycles",52031.9282,37308.8883,38940.6348,25316.4927,25339.6751,20881.8674,3461.078,20271.4808,2493.6763,8436.63449888,25029.99243295,9076.71867659
2021,1) Municipal Area,01) Business Trade and Services,Total,"47) Retail trade, except of motor vehicles and motorcycles",295412.9757,184394.0201,208869.3291,114363.2152,99536.2587,147648.3663,17035.7902,112850.1029,25090.4828,50659.4194671,143704.81302603,29691.10124389
2021,1) Municipal Area,01) Business Trade and Services,Total,55) Accommodation,13365.5241,10948.4717,10683.9122,6673.6306,5871.7125,6605.004,875.1435,5349.5207,757.5982,2249.9478864,6128.1850243,1797.50147739
2021,1) Municipal Area,01) Business Trade and Services,Total,56) Food and beverage service activities,128217.8005,55459.1876,65341.9736,26120.1711,12797.8201,58095.6202,4716.1939,46286.3525,7695.5344,21204.27501829,72040.51820362,13958.02804736
2021,1) Municipal Area,01) Business Trade and Services,Total,68) Real estate activities,62312.6063,45223.3229,47866.9975,37232.1831,30518.3978,14483.5557,4018.3264,18646.1707,3496.4517,7421.34184778,23003.66134488,6342.30907757
2021,1) Municipal Area,01) Business Trade and Services,Total,69) Legal and accounting activities,6824.5975,5773.6597,4926.325,5384.0782,4239.3962,1132.9258,223.4689,2388.823,599.2686,1225.0196616,2822.83085152,871.39927948
2021,1) Municipal Area,01) Business Trade and Services,Total,70) Activities of head offices; management consultancy activities,815.7936,753.538,669.4592,457.2122,589.89,438.1977,25.4678,268.7746,125.2889,276.60202023,441.73752918,185.78434345
2021,1) Municipal Area,01) Business Trade and Services,Total,71) Architectural and engineering activities; technical testing and analysis,2137.0525,1707.9985,1520.3446,1533.1615,1472.5927,530.8685,106.6827,836.2702,136.2755,376.38666552,847.50718439,311.26255061
2021,1) Municipal Area,01) Business Trade and Services,Total,72) Scientific research and development,35.8333,33.8333,29.0239,23.119,13.6428,7.1429,0.0,8.2381,6.1429,4.57142857,12.80952381,11.21428571
2021,1) Municipal Area,01) Business Trade and Services,Total,73) Advertising and market research,4836.9233,4016.3441,4179.9148,2208.7158,2190.8678,1994.9802,919.8316,1782.9341,250.081,739.93799903,2045.67192617,543.66903324
2021,1) Municipal Area,01) Business Trade and Services,Total,"74) Other professional, scientific and technical activities",5590.7673,4041.2534,4601.2868,2669.3134,2387.5883,1762.8006,540.5834,2028.1259,171.76,649.09798369,2346.16903258,381.47449884
2021,1) Municipal Area,01) Business Trade and Services,Total,77) Rental and leasing activities,5671.7693,2920.13,4055.7463,1991.0331,1442.3519,2309.801,377.5896,2045.2367,220.1512,701.28563378,3090.86048554,248.8410973
2021,1) Municipal Area,01) Business Trade and Services,Total,78) Employment activities,877.55,749.8488,675.0425,654.7018,610.145,246.9468,43.1993,283.3668,85.307,184.55522368,335.84203237,392.65357224
2021,1) Municipal Area,01) Business Trade and Services,Total,"79) Travel agency, tour operator, reservation service and related activities",5467.8852,4560.3103,4475.2938,3285.389,2709.9834,3124.8385,779.1371,2206.1946,279.1332,968.9227586,2642.79119598,740.40145081
2021,1) Municipal Area,01) Business Trade and Services,Total,80) Security and investigation activities,1126.6731,944.2352,888.2389,711.8277,643.5449,337.5158,69.0895,358.3342,118.3011,226.02636928,491.91587804,289.69956563
2021,1) Municipal Area,01) Business Trade and Services,Total,81) Services to buildings and landscape activities,742.439,629.2006,573.9079,388.4881,421.3423,234.8608,15.5829,227.4085,42.5936,93.54435378,312.96852872,171.55971066
2021,1) Municipal Area,01) Business Trade and Services,Total,"82) Office administrative, office support and other business support activities",9160.5645,7565.2818,7512.9506,4531.3054,3425.2586,3174.1229,868.8713,3062.5954,361.9415,1346.76496152,3639.45586476,564.630051
2021,1) Municipal Area,01) Business Trade and Services,Total,"90) Creative, arts and entertainment activities",1368.9801,334.5215,717.5798,289.035,103.6434,328.1975,94.3467,161.1234,17.2412,191.16258555,923.06095983,148.98863636
2021,1) Municipal Area,01) Business Trade and Services,Total,"91) Libraries, archives, museums and other cultural activities",68.0834,59.1667,51.0833,41.3333,35.8333,26.4167,7.4167,22.1667,12.5,14.91666667,36.16666667,12.0
2021,1) Municipal Area,01) Business Trade and Services,Total,92) Gambling and betting activities,340.6745,39.0814,175.4798,144.9822,40.007,132.9581,14.0,177.3782,9.087,44.88,239.81569138,0.0
2021,1) Municipal Area,01) Business Trade and Services,Total,93) Sports activities and amusement and recreation activities,8174.6146,4709.5408,5079.7279,2615.2189,1525.2082,3009.8508,1086.4438,2618.6091,36.1167,1010.86763816,4279.22008484,494.10158731
2021,1) Municipal Area,01) Business Trade and Services,Total,95) Repair of computers and personal and household goods,13409.2852,8374.5202,9959.2373,5283.5785,4529.4604,5579.1912,1148.3525,6120.1696,922.5872,1209.75998218,7817.59608736,454.67575757
2021,1) Municipal Area,01) Business Trade and Services,Total,96) Other personal service activities,64090.577,30273.166,41399.6286,22649.0596,13395.5207,16963.1889,3480.4818,24636.6446,2712.2806,6052.19473602,38416.33181751,2562.71354235
2021,1) Municipal Area,01) Business Trade and Services,Total,Total,756444.4782,458251.039,526694.1291,297405.3147,243294.1614,321251.1326,42592.527,282707.5566,50738.5274,112923.82529207,372670.0800048,76850.31880996
2021,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,10) Manufacture of food products,9631.0573,6119.3099,5995.655,2806.8119,2830.3771,6635.2206,2090.5822,6132.6335,1623.3031,1895.44782152,6069.55167024,447.50980392
2021,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,11) Manufacture of beverages,885.155,380.4841,580.1435,313.5449,248.062,370.8164,80.8477,369.3926,18.5366,34.59952977,542.36135072,132.53071083
2021,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,12) Manufacture of tobacco products,30.8462,29.8462,14.9231,29.8462,29.8462,1.0,0.0,0.0,0.0,1.0,1.0,0.0
2021,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,13) Manufacture of textiles,2872.1583,2213.7601,2498.374,1198.7263,881.3596,1244.045,31.4545,694.4874,0.0,318.1065424,1007.95898126,96.40191387
2021,1) Municipal Area,02) Manufacturing,01) 1 - 10 persons,14) Manufacture of wearing apparel,12601.164,4904.687,7473.3787,2496.7959,2311.8578,3770.0948,0.0,2424.8726,173.5897,1087.24132731,8372.58227751,173.58974359
